,review,polarity
6953,디자인도 고급스럽고 예뻐요^^,긍정
6954,제품 사이즈는 엄청 커서 놀랐어요.  좀 아쉽네요. ㅜ ,부정
6955,저렴해서 좋은데 의류건조키트가 포함된 가격이라 너무 좋아요~,긍정
6956,소음이 없어 매우 만족합니다.,긍정
6957,바람 세기도 14단계로 다양해서 활용성이 좋은 제품입니다..  잘사서 기분이 좋네요.. ㅎ,긍정
6958,써큘레이터형이 바람이 멀리간다기에 구입했는데 역시 세고 멀리가네요ㅎ,긍정
6959,버너의 특성을 잘못이해한거지만 강으로 했을때 열손실이 나는건 조금 좋지 않네요,부정
6960,캠핑 가서 쓰려고 하는데 생각했던것보다 크기가 있어서 당황했네요...,중립
6961,색상은 투톤인게 좀 저렴해 보여서 맘에는 안드네요,부정
6962,회전할때 삐걱삐걱 소리도 나고 별로 맘에 안드는데,부정
6963,단 습도 절정이 5% 단위로 되어 있어 세밀한 설정이 안되는점이 아쉽네요 ,부정
6964,OOO 구입한 친구는 새로나온 모델 조용하고 좋다고합니다.  OOO산것 넘넘 후회됩니다.  ,부정
6965,대용량 16리터로 구입해 물통도 하루 한번 정도만 비워내면 되어서 마음에 들어요.. ,긍정
6966,또 소비전력효율1등급이라 인터넷에 등록하면 고효율에너지환급을 해줘서 너무 좋네요.. ,긍정
6967,디자인도 귀엽고 가격대비 완전 만족합니다~,긍정
6968,제품 작동소음이 매우 커서 방에서 사용할 수 없네요. ㅜ 마음에 안들어요. ,부정
6969,주변에서 호불호가 많아  주변얘긴  새겨듣고 구매하길 잘했네요,긍정
6970,사용해보니 더운바람이 잘 나와서 너무 좋습니다 아주 잘쌌어요^^,긍정
6971,그런데 물통 뺄때 물이 많이 떨어져서 좀 불편하네요ㅜ ,부정
6972,제품 켜보니 금방 따스한 바람이 나와서 좋네요..  성능 굿~!,긍정
6973,디자인도 심플해서 그런대로 마음에 들어요 ,중립
6974,근데 받고보니 3등급 ㅠ 소비전력이 넘 아쉽습니다,부정
6975,소음도 거의 없어서 밤에 돌려도 문제 없습니다.,긍정
6976,"앱설정할때 국가 중국, 언어 영어로 선택하니 폰으로도 본체 제어가 가능해서 아주 마음에 듭니다. ",긍정
6977,디자인도 깔끔해서 방에 놔두니 인테리어 소품 같아요 ㅎㅎ,긍정
6978,"선풍기 돌아는 소리도 작고, 리모콘 누를 때 소리도 부드러우면서도 작아서 좋네요!",긍정
6979,가격대비 가성비가 좋아요~,긍정
6980,저령하게 2개사서 좋네요,긍정
6981,제습 능력이 탁월해서 집안의 꿉꿉함이 사라져 매우 만족합니다. ,긍정
6982,얼굴쪽이 좁아서 그런지 소리가 좀 나요,부정
6983,카드 할인 있어서 저렴하게 구매했어요~,긍정
6984,가격대비 품질이 좋아요.,긍정
6985,무게가 가벼워서 여자 혼자 막 들어 옮기기 편합니다. 좋네요 ^^,긍정
6986,제품 나온지 꽤 되었나요~ 최신 제조일 날짜를 보고 살 것을 후회되네요,부정
6987, 작아서 두기도 좋고 ,긍정
6988,가성비가 매우 좋은 제품입니다.,긍정
6989,조립도쉽네요 맘에듭니다 ,긍정
6990,생각보다 시원하지 않고 ,부정
6991,현관문 결로가 생겨 제품 가동시켜보니 하루만에 결로현상이 사라져서 흡족하네요. ,긍정
6992,다만 커서그런지 열감도 느껴져서 아쉽네요,부정
6993,바람이 정말 쎄서 마음에 들어요.,긍정
6994,가격은 착하나,긍정
6995, 어찌나 무거운지 10분도 안됐는데 목이 아프네요.,부정
6996,타사보다 확실히 디자인이 예뻐서 맘에 들어요!,긍정
6997,그리고 물이 생기는게 신기하네요 작동이 잘되고있구나 싶어 만족합니다^^,긍정
6998,다른곳과 비교해봤는데 가장 저렴한 곳에서 잘 샀어요. ^^,긍정
6999,다소 가장시원한바람에 소음이있지만ㅋ,중립
7000,디자인 깔끔해서 좋아요. ,긍정
7001,화력이 강해 너무 따뜻해서 만족스러워요!,긍정
7002,제조일도 오래된 거라 완전 별롭니다,부정
7003,가격은 그리 착하지가 않네요,부정
7004,바람세기 5단으로 설정해놨는데 살짝 약한감은 있었지만 시원해서 좋았어요.. ,중립
7005,가성비 강추입니다,긍정
7006,소리도 나고 불편해요,부정
7007,회전반경이 생각보다 넓지 않아서 아쉽네요,부정
7008,큰 애 방에 두고 사용 중입니다~ 제습이 잘 되어서 더 이상 방이 눅눅하지 않네요ㅎㅎ ,긍정
7009,소음이 심하네요. ,부정
7010,"일단 소리 열라게 크고요, ",부정
7011,"인버터 기능도 있어서 전기료 절감되어 좋고, 만수 알림 기능도 있어서 물이 넘치는 걸 방지해줘요.. 기능들도 좋아서 흡족하네요.. ",긍정
7012,와우~ 집안에 습기가 이렇게나 많다니... 물통 가득 물이 차오르는 걸 보니 제습력에 또 한번 놀랍니다.. 굿 ^^,긍정
7013,제품 화력이 무척 좋아 추운 겨울에도 사용 가능해요.,긍정
7014,그리고 소음이 있다는게 유일한 단점이에요,부정
7015,소음이 없어 조용하고 밤에 틀어놓고 잠 잘때 좋아요.,긍정
7016,또 바람세기가 부드러우면서 시원해 기분이 좋아요.. ,긍정
7017,물 버리는게 일이지만 제습이 잘되서 뽀송해지고 좋아요~~~ ,긍정
7018,좋은 가격에 득템했어요!!!,긍정
7019,그리고 기능들이 필요한 기능에 맞춰 사용하면 되니 정말 편리해서 좋아요,긍정
7020,어마무시하게 제습이 잘되서 굽굽함이 사라져서 너무 좋아요!!,긍정
7021,제습기 가동시 소음이 조금 있어 거슬리고,부정
7022,인터넷에서 주문/ 설치했더니 설치기사님이 설치비 19만원 청구하심. ㅜ 너무 비싸 화나네요.ㅜ,부정
7023, 소음도 6단계까지만 괜찮고 그 이상은 시끄러워서 맘에 안듭니다.,부정
7024,새제품인데 .... 아직 사용하지 않은 등유통에선 왜 냄새가 나는지 좀 불쾌해요. ㅜ,부정
7025,소음도 없이 조용한점은 마음에 드네요 ,긍정
7026,소재도 플라스틱이라 약해보이네요,부정
7027,제품 도착하고 바로 가동시켜보니 생각보다 소음이 발생해 실망스러워요. ㅜ ,부정
7028,매번 사용할때마다 타이머 설정을 다시 해야해서 불편하고 아쉬워요. ㅜ ,부정
7029,다만 무선인점이 사용하는데 무척 편리해서 굉장히 마음에 들어요.. ,긍정
7030, 생각보다 소음이 좀 있네용,중립
7031,일단 상품자체는 하자없이 괜찮아서 만족합니다.,긍정
7032,제품 구성이 신발건조 호스밖에 없어서 아쉬워요. 옷건조나 필터는 별도구매네요.,부정
7033,사이즈 작아서 깜짝 놀랐네요.,중립
7034,그냥 쓸만합니다.가격만큼 입니다.,중립
7035,디자인이 이쁘긴한데 ,긍정
7036,소리가 큰 것은 아닌데 비교적 소음이 있긴 하네요^^,중립
7037,가격이 좀 고가의 제품이라 부담되었어요. ㅜ ,부정
7038, 터치로 작동도 할 수 있어 좋네요!,긍정
7039,문제는 소음인데요.. 컴프레셔 모터 소음이 상당합니다. 타 제품에 비해서 소음이 너무 심해서 실망스럽네요.ㅜ 불만족. ,부정
7040,열기도 고르게 퍼지지 않고 정면 난로 근처만 따뜻해서 아쉬워요.,부정
7041,상품 설명시  소음부분에 대해서 언급되지 않았는데 작동해보니 너무 시끄럽네요 ,부정
7042,다만 물통 소재가 너무 약한 거 같아요 ,부정
7043,무게는 또 왜 이렇게 무거운지 복층집에서 사용하기 너무 힘드네요.  구입 후회합니다. ,부정
7044,싸게 산 줄 알고 구입했는데 그게 아니라서 실망이네요,부정
7045,매트깔고 잤는데 따뜻한지 모르겠어요. ,부정
7046,물통 뚜껑 걸이가 약해 작은 충격에도 빠져서 별로입니다. ,부정
7047,품질 마감이나 퀄리티가 별로예요,부정
7048,소리 큽니다. 비추입니다.,부정
7049,키트를 잘 알아보고  주문 해야할듯요..,부정
7050,모터소음이 강풍으로 설정하면 아주 시끄러워서 안좋아요. ㅜ ,부정
7051,팬소음이 좀 있어서 헤드 망을 분리해서 팬 나사를 꽉 조이니 소음이 사라졌어요.. ㅋ 대만족~! ,긍정
7052,탁월한 선택이었네요. 에어컨 안켰을때도 계속되는 시원한바람...,긍정
7053,타이머 기능이 있었음하는 아쉬움은 있습니다,중립
7054,클래식한 디자인으로 집안 분위기가 따뜻해지는 느낌이 들고 마음에 들어요. ㅎㅎ,긍정
7055, 설치하는 방법은 은근힘드네요. 유튜브보고 몇번 고생하고 겨우 설치했어요,부정
7056,가성비 좋은 제품으로 잘 구매한거 같아 기분 좋아요~,긍정
7057,"소음이 조금 있긴하지만,  큰 불편은 없어요",중립
7058,재질은 좀 비싼값 못하게 싸구려같아 아쉬워요,부정
7059,장마 철 제습 효과 짱!,긍정
7060,근데 제품 불량인지 본체 작동 버튼이 되다 안되다 그러네요.. 아 리모컨으로만 되구요.. ㅜ 불편하고 속상합니다. ,부정
7061, usb충전도되고 바람도 3단세기 조절이 좋네요. ,긍정
7062,실버 주문하고 아이보리 색상 제품이 배송되어 두배로 기뻐요 ^^,긍정
7063,단점은 물통이 생각보다 작아서 아쉽네요~,부정
7064,정말  청력안좋으신  분들은 사용하시기 좋을듯 정말  내던지고 싶음,부정
7065,제품 작동도 잘 되네요. ,긍정
7066,에너지효율이 좋아 걱정없이 쓸 수 있겠네요.,긍정
7067,오랜시간 가동해도 발열이 없어 만족합니다.,긍정
7068,만수감지 기능이 있어 물이 꽉차면 자동 꺼짐이 되니 좋습니다. ,긍정
7069,바퀴 부드럽게 잘 움직여서 이동성이 좋네요^^,긍정
7070,좋은 가격으로 구입해서 좋습니다!! ,긍정
7071,다만 오래 사용하면 본체에서 뜨거운 바람이 나와서 불편하고 안좋네요. ㅜ ,부정
7072,성능 좋네요. 만족 ^^,긍정
7073,키높이만. 자유롭게 되면 더더더좋을듯합니달,중립
7074,소음도 생각보다 크지 않아서 괜찮네요~,긍정
7075,무게는 무겁지만 ,부정
7076,다만 문 앞에 두고간 제품 박스 집안까지 옮기는데 무게가 상당히 무거워 고생 많이 했어요. ㅜ 불만족스러워요. ,부정
7077,리모컨 거치대가 본체 아래에 있어서 끼는 방식으로 되어 있어요.. 사용해보니 살짝 불편해서 별 하나 뺍니다. ,중립
7078,구성품에 돼지코가 없는건 아쉽네요..,부정
7079,그래도 바퀴가 달려 있어서 이동은 편리하고요.,긍정
7080, 소음이 심하네요. ,부정
7081,작동할때 작동음이 거의 없고 조용해서 만족해요. ,긍정
7082,"제품 실버로 주문했으나, 더 예쁜 아이보리색이 배송되어 기쁩니다. ^^",긍정
7083,바람세기 조절할때 up은 되고 down은 되지 않아서 불편하고 안좋네요.. ㅜ ,부정
7084,"단, 오래사용하면 열감이 느껴지는건 아쉽네요",부정
7085, 제품 기름 냄새도 타 제품에 비해 덜 나는 것 같아 전 만족해요. ,긍정
7086,가성비 굿굿~ ,긍정
7087,텐트에서 취침시 1단으로 하고 잤는데 (캠핑장 전력때문) 추웠어요. ㅜ 성능이 약해 작은텐트에서나 적합해요. ,부정
7088,바람세기 조절되고 방향도 조절되서 좋아요,긍정
7089,습도가 적당해도 기계가 멈추지 않고 계속 바람이 나오네요..,부정
7090,ooo제품 품질 좋네요. ,긍정
7091,제품 성능좋고 따뜻해서 너무 만족해요~! ,긍정
7092,가격이 좀 비싼듯 합니다..,부정
7093,온도 조절 유지 기능이 있어서 따뜻하네요,긍정
7094,따듯하지도않아,부정
7095,22년 17리터 최신제품을 고민하다가 구매했는데 좋아요.,긍정
7096,설치할때 좀헤매서 힘들었어요.,중립
7097,아쉬운 건 실물 색상이 조금 촌스럽습니다.,부정
7098,바람성능은 좋으네요.,중립
7099,가로 사이즈도 넉넉해요,긍정
7100,가격은 저렴하게 잘 구매해서 좋아요~,긍정
7101,홈쇼핑에서 1+1 진행 하길래 적립금도 있어서 바로 주문했습니다. ,긍정
7102,연기 흡입이 약해서 요리한번 하고나면 주방에 연기가 가득해요.,부정
7103,소음이 좀 심하긴해요..,중립
7104,날씨가 습해서 구입했는데 제습기능 탁월하네요,긍정
7105,제품 설치비용(교체비용 포함)이 예상보다 너무 비싸서(18만원) 너무 부담되고 당황스러웠어요. ㅜ ,부정
7106,바람세기를 높여도 소음이 큰 편이 아니라 좋아요.,긍정
7107,크기도 귀욤귀욤한게 예뻐요~ ,긍정
7108,물통용량이 작아 수시로 물을 비워야해서 별로예요. ,부정
7109,리모콘이 있어서 잘 때도 조작가능해서 편리합니다~,긍정
7110,350W라 전기세는적게 드나,긍정
7111,무게가 좀 있어요.. 계속 걸고있으면 무거워요.,부정
7112,물통 용량이 커서 자주 안 갈아도되니 좋네요. ,긍정
7113,디자인도 고급스럽고 예뻐요^^,긍정
7114,슬라이딩 방식으로 열리는 디자인이 별로예요... ,부정
7115,오프라인보다 저렴하게 구입할 수 있어서 좋고요~,긍정
7116,재질은 고급스럽지 않고 싸구려틱해서 별로예요,부정
7117,다만 제품이 튼튼하지 않아서 단계를 세게 올리면 살짝 흔들리는 감이 있어서 불안하고 안좋아요. ㅜ,부정
7118,물통이 분리가 따로 되지 않는게 좀 아쉽네요.,부정
7119,그레이 색상이 너무 이질적이네요 ,부정
7120,리모컨이 없는게 아쉽지만 ,부정
7121,팬 무게가 엄청 가벼워서 그럭저럭 괜찮네요,중립
7122,에어컨 돌아갈 때 소음이 생각보다 좀 있습니다.,부정
7123,걱정했던 모터소음이 거의 없고 조용해서 만족해요.. ,긍정
7124,마감상태도 깔끔하고 제품 퀄리티가 생각보다 너무 좋아서 정말 만족스럽네요,긍정
7125,회전안되는게  쬐금 아쉽긴하지만 ㅡㅡ,부정
7126,그런데 처음 점화할때 기름 냄새가 너무 심하게 나서 머리가 아프네요ㅜㅜ,부정
7127,선물했는데 기능이 다양해서 활용도가 높으니 잘 사용하고 계시네요~,긍정
7128,색상은 제가 생각했던 색상보다 색감이 맘에 안들어 별로네요,부정
7129,성능도 괜찮으며 ,긍정
7130,무게가 너무 무거워서 바퀴가 있음에도 이동하기가 좀 불편해 안 좋네요. ㅜ ,부정
7131,다만 하단부의 바퀴가 부드럽게 밀리지 않고 살짝씩 걸려서 불편하네요.  ㅜ  안 좋아요. ,부정
7132,손잡이만 왜 하늘색이죠? 흰색이면 더 깔끔했을텐데요.,부정
7133,생각보다 화력이 약한듯해서  100% 만족은 못하지만 올 겨울 따뜻하게 잘 사용해요,중립
7134,디자인 심플한게 보기 좋습니다.,긍정
7135,다만 제품 색상이 백색의 화이트가 아니라 노란빛의 아이보리색이라 좀 안 이뻐요..ㅜ 실망.,부정
7136,근데 좀부피가커요ㅠ ~~,부정
7137,대용량 제품이라 물통 자주 비우지 않아도 되니 편리해서 마음에 들어요..,긍정
7138,어플로 작동이 되니 신기하고 편리하네요~,긍정
7139,제품의 제조일도 최근 생산된걸로 보내주셔서 아주 좋아요,긍정
7140,마감도 깔끔한 것이 품질이 아주 좋네요.,긍정
7141,회전할때도 뚝뚝소리나고 엄청 신경쓰입니다,부정
7142,제품 가격은 비싸서 좀 부담이었어요. ㅜ ,부정
7143,표시기능도 좋습니다,긍정
7144,바람세기2까진 소음괜찮습니다.대신바람이 약합니다. ,부정
7145,플라스틱 소재가 싸구려 느낌이 나서 아쉽네요.,부정
7146,생각한거보다 사이즈가 굉장히 커서 자리 차지를 많이 해서 아쉬워요.,부정
7147,TV 방송중 혜택으로 저렴하게 구매해서 만족합니다. ,긍정
7148,제품 가격이 예전보다 올라서 비싸게 구입해서 좀 부담되고 아쉽네요. ㅜ,부정
7149,한번충전으로  오랫동안 사용했어요,긍정
7150,여름철에는 물통이 작아 아쉽네요. ,부정
7151,바람도 안시원해요!,부정
7152,가격이 싸서 기분 최고~,긍정
7153,성능은 시원해요,긍정
7154,장마철이라 구매했는데 뽀송하고 소음도 크지않고 조용해요^^,긍정
7155,사용이 좀더 간편했으면 좋겠어요,부정
7156,그런데 설명서에 상판 분리방법이 상세히 나오지 않아 상당히 불편합니다 ,부정
7157,바람도 세어서 만족해요 ~ ,긍정
7158,바람도 쎄고 너무 좋아요,긍정
7159,소음은 좀 있으나 화장할때가 최고 ㅋㅋㅋ,중립
7160,또 제품 쓸때 팬소음이 거의 없고 조용해서 흡족합니다.  ,긍정
7161,상하 회전 기능이 없는 제품이라는 점이 아쉽네요.,부정
7162,머리가 무거워서 넘어지면 부녀질것 같애요,부정
7163,여기것이 가성비 좋을꺼라 생각하고 만족하고있어요 ,긍정
7164,엔지니어분 모셔서...해도 창틀 난감.. 창문의 조건이 깔끔한 연결을 충족하기 매우 힘듬.,부정
7165,제품 성능 탁월해서 추운 야외에서 아주 만족하며 사용했네요. ~!,긍정
7166,연속제습 모드가 있어서 계속 틀어두니 습도가 금방 없어져요 ,긍정
7167,약간 탄냄새가  있긴한데  사용하다보면  없어져요. 쓰는데 불편함은 없습니다~,중립
7168,가성비 좋은 것 같아요,긍정
7169,일반인도 뚝딱 설치할 수 있다고 하여 시도해봤는데 너무 너무 설치하느라  애를 먹었어요ㅠㅠ,부정
7170,제습기능도 뽀송뽀송 아주 잘 건조되요~~^^ ,긍정
7171,제품 사이즈가 작아 사무실 책상 아래 두고 사용하기 편리하고 좋네요. 굿~! ,긍정
7172,자주 사용하진 않았지만 작동 잘되고 따뜻한 바람도 잘 나와서 괜찮네요.,긍정
7173,에너지 효율 1등급 이라 만족합니다. ,긍정
7174, 짱짱하게 시원하네요 ㅎㅎ,긍정
7175,그리고 소음 있습니다. 풍량을 강으로 좀 시끄러운데 약일때는 거슬리지 않아서 괜찮더라구요,중립
7176,둘 다 밑에 판이 찌그러져 있어서 실망스럽습니다.,부정
7177,사이즈가 생각보다 커서 겨우 장착했어요,중립
7178,크기가 컴팩트 하고 리모콘이 함께 있어서 너무 가성비가 좋은 상품입니다,긍정
7179,긴 시간 사용하면 전기세가 많이 나올까봐 걱정입니다,부정
7180,크기가 커서 그런지 제품이 더 견고하고 튼튼해보여서 아주 좋습니다.. ,긍정
7181,조용해서 잘 때 사용하면 딱이네요~^^,긍정
7182,디자인 심플한게 보기 좋습니다.,긍정
7183,OOO 제품 역시 선택하길 잘했네요,긍정
7184,소음도 적고 조용해서 만족해요 역시 000제습기네요^^,긍정
7185,다만 물 빼고 물통 닦을때 입구가 좁아서 닦기 힘들어요.. ㅜ  이점만 불만족스럽네요.. ㅜ ,부정
7186,소음도그냥저냥참을만해요,중립
7187,또 배터리를 완충해도 강풍으로 사용할때 맥시멈 2시간이라.. 사용시간이 무척 짧은 점이 단점이네요.. ㅜ 안좋아요. ,부정
7188,몸체가 부실해서 자주 넘어지니 오래 켜놓기 불안해요.,부정
7189,작동도 잘되고 발열기능이 좋아 금방 따뜻해져요. 잘 사용할게요~!,긍정
7190,타사보다 물통이 2리터 작아 아쉬워요.,부정
7191,또 제품 외형이 깔끔하고 간결한 이미지라 와이프가 무척 좋아하네요.. 잘샀어요.. 강추~! ,긍정
7192,무게가 생각보다 가볍네요..그럭저럭 쓸만해요,중립
7193,설명서에 같은 스펙이라고 쓰여있지만 당황스러워요. ㅜ  ,부정
7194,저렴하게 구입했습니다 강추에요,긍정
7195,여름철 대비해서 가격도 저렴하게 구매했어요. ,긍정
7196,너무 얇아서 열선이 등에 배기네요. ,부정
7197,그런데 물통 크기가 생각보다 좀 작아서 별로네요 ㅜ,부정
7198,예상보다 바람세기가 약해서 좀 실망스럽고 기분 안좋네요..,부정
7199,한대는 목부분 플라스틱 커버가 벌어져 있네요ㅠㅠ,부정
7200,다만 예상보다는 제품 작동소음이 발생해서 아쉬움은 있어요. ㅜ ,부정
7201,냉매가 빨리 녹는것 같다고한다ㅠ,부정
7202,제품 사이즈는 작지만 성능이 탁월하네요. ,긍정
7203,다만 무게감이 상당히 있는듯해서 좀 작은걸로 살껄하는 아쉬움이 남아요 ㅜ ,부정
7204,제품이 사용할때 팬소음 없고 매우 조용해서 좋네요.. ,긍정
7205, 제습기를 가동시키면 빠르게 습기를 잡아줘서 습도높은 요즘 잘 사용하고 있어요,긍정
7206,선풍기 바람은 아주 세진 않지만 부드럽고 조용해서 그럭저럭 괜찮네요,중립
7207,책상 밑에 놓고 사용하기 적당한 아담한 크기가 만족스러워요.,긍정
7208,조립하다 만것같이 표면이 많이 부실하네요. 오래사용하기는 힘든듯,부정
7209,에너지 효율이 3등급인 걸 물건 받고 알았네요.. ㅠㅠ 아쉽네요,부정
7210,흑ㅜ 제품 구입하고 며칠만에 10프로 할인 들어가서 속상하네요. 비싸게 주고 샀는데 ㅜㅜ,부정
7211,소음은 좀 있지만 밤에 잠을 못잘정도는 아니구요..,중립
7212,장마가 있어서 인지 건조가 상당히 오랜시간이 걸려서 별로입니다. ,부정
7213,000 믿고 사는 브랜드입니다.^^,긍정
7214,다만 아쉬운것은 설치시 추가비용 이의외로 많이 들어가더군요,중립
7215,열전도율이 높아 차박할 때 춥지않고 따뜻해서 마음에 들어요!,긍정
7216,소비전력도 낮아서 전기도 적게 들어 더욱 좋아요~,긍정
7217,다만 제조년월이 1년전 제품이라서 좀 속상하고 안좋아요.ㅜ ,부정
7218,환풍기에 역풍방지기능이 있어서 너무 좋아요,긍정
7219,틀면 바로 따뜻하구 1단 2단 따로 또같이 사용할수있는 장점도 있네요~,긍정
7220,리모콘거치대도 없고..,부정
7221,내솥에 코팅이 벗겨지는 것 같기도 해서 별로에요ㅠㅠ,부정
7222,소리는 일반 에어컨 보다는 크긴 한데 많이 거슬릴 정도는 아니에요,중립
7223,높이 조절이 되지 않아 좀 불만입니다.,부정
7224,힘들게 설치한 제품이 10분도 안돼서 E7에러 뜨면서 꺼지는 건 진짜 못참겠네요.,부정
7225,캠핑갈때와 집에서 사용중인데 너무 너무 따뜻해서 대만족!!적극추천해요,긍정
7226,다만 가격대비 제품 제습 능력이 워낙 탁월해서 집안이 뽀송뽀송해지니 너무너무 기분 좋아요.. 만족합니다. ,긍정
7227,조용해서  좋아요.,긍정
7228,제품 기능이 간편하고  아주좋네요  ,긍정
7229,베란다에서 빨래 건조용으로 샀는데 뽀송하니 잘 말라서 좋아요.,긍정
7230,제품 화력은 더 좋아져 만족해요 ~! ,긍정
7231,제품 소음이 거의 없고 조용해서 마음에 들어요.. ,긍정
7232,좀시원한느낌은3단계인데 소리가 너무 커요,부정
7233,성능은 좋은데 단 점화할때 석유냄새가 조금 나서 환기가 필요합니다,중립
7234,가성비도 좋네요,긍정
7235,내구성도 떨어지고,부정
7236,제습기는 역시 ooo 믿고 구매하는 브랜드입니다. ,긍정
7237,000제품 성능 좋은건 이미 알고 있지만 작동 잘되고 정말 따뜻해서 만족해요^^,긍정
7238,제품에 Bldc모터가 장착되어 사용할때 굉장히 조용해서 좋습니다. ,긍정
7239,소음이 적어서 거슬리지 않고 좋아요 무난합니다~,긍정
7240,다만 제품 무게가 무척 무거워서 밖에서 옮겨 설치하느냐고 고생했어요.. 그점은 안좋네요..,부정
7241,제품 소음은 심하지도 작지도 않고 보통 정도에요. 전 사용하기 괜찮네요. ,중립
7242,오래 틀어도 발열감이 없고,긍정
7243,사이즈는 생각보다 작은것 같아요. 그럭저럭 쓸만해요,중립
7244,다만 운동화 말리려면 별도로 신발건조키트를 개인이 구입해야 해서 아주 불편하고 실망. ㅜ ,부정
7245,깔끔한 디자인이 인테리어 효과에 도움을 주어 만족하며,긍정
7246, 디자인이 귀엽고 예쁘네요. ,긍정
7247,디자인 진짜 훌륭하네요!! 완전 내스탈~~ ,긍정
7248,가격도 착해서 마음에 듭니다 ,긍정
7249,사이즈가 작아 딱 좋고 ,긍정
7250,선풍기를  조립하는데  30분 넘게 걸렸습니다. 이게  말이됩니까.,부정
7251,참고로 겁나 무겁습니다 혼자는 불가능은 아니지만 힘듭니다^^,중립
7252,적은 전력소비량에 비해 난방면적이 넓어 겨울내내 따뜻하게 보내기 편한 제품이에요.,긍정
7253,그중3개셋트중 1개는 계속 전선꽂으면 나오기는 하지만.2개는 아예 분사도 되지않습니다. 주의사항 잘읽고 하라는대로 했는데. 이게 먼가요?,부정
7254,소리가 너무 커서 신경쓰이네요,부정
7255,요즘 빨래를 실내건조 많이 하는데 제습기 켜놓으면 금새 말라요^^. 신기했습니다,긍정
7256,두손이 자유롭울것 같아서 구매했는데 실망입니다.,부정
7257, 싼가격에 산걸로 위안삼을께요,중립
7258,깜찍한 디자인으로,긍정
7259,생각보다 물통이 좀 작아서 아쉽네요,부정
7260,다만 슬라이드 덮개가 너무 느리게 열리고 닫혀서 번거롭고 안 좋아요. ㅜ,부정
7261,3만원 할인은 좋았습니다,긍정
7262,디자인이 넘 예뻐서 만족스러워요. ,긍정
7263,사용해보니 많이 따뜻하지 않아서 성능도 별로에요.  괜히 샀어요. ㅜ  ,부정
7264,저렴하게 구매해서 득템했어요 ^^,긍정
7265,그런데 보름정도 사용후 고장난적이 있어서 품질이 별로인거 같아요ㅜ,부정
7266,미세먼지 좋음인데 초미세 나쁨인 날   PM10센서는 초록떠서 알기가어렵더라고요,부정
7267,아파트에 베란다가 없어서 거실에 이불 말릴때 사용하면 금방 건조가 되어 마음에 들어요..,긍정
7268,추운날엔 화력이 살짝 약하게 느껴져서 조금 아쉽네요...,중립
7269,할인행사때 구입해서 저렴한 가격에 득템했어요.. ㅎㅎ 만족,긍정
7270,바람이 직풍만 있고 다른 기능은 없어서 아쉽네요.. ,부정
7271,일단 좌우상하로 움직여서 좋구요.,긍정
7272,할인쿠폰 써서 저렴한 가격에 구매했어요 ,긍정
7273,디자인도 깔끔해서 여기저기 매치하기 좋아 만족해요~,긍정
7274,정말 고 부분만 시원해요 기능적인 부분에서는 불만족이에요,부정
7275,소음이 천차만별~ 최강 모드는 웅~ 하는 울림 소리가 너무 커서 별로예요.,부정
7276,사이즈가 아담하니 좋은데,긍정
7277,작은 방에서 작동중인데 소음기 많이 커서 거슬리네요. ㅜ 안 좋아요. ,부정
7278,또 제품이 무척 튼튼하고 안정적이라서 고장 없을 것 같아서 마음에 듭니다.. ,긍정
7279,작은 스크레치 발견해서 별하나 뺍니다,부정
7280,작동시키면 뜨거워지는 감이 있어서 그건 아쉽네요,부정
7281,또 무게가 무거워서 복층 구조인 저희집에서는 오르내리기가 상당히 불편하네요.. ㅜ 아쉬워요. ㅜ ,부정
7282,BLDC모터로 소음 걱정 하나없이 조용해서 너무 만족스러워요.,긍정
7283,진짜 원래 가격으로 구매했으면  짜증날뻔했네요 할인가격에  적립금 사용하여   그냥 쓰는건데,중립
7284,다만 제품 사이즈가 생각보다 커서 한공간 차지해서 좀 아쉽네요.ㅜ ,부정
7285,브라켓이 떨리면서 소음이 있네요. ,부정
7286,생각보다 작동소음이 적고 조용해서 아주 만족해요. ,긍정
7287, 두께감이 얇아 바닥에 하나만 깔고 자기엔 몸의 베김 등의 무리가 있어 ,부정
7288,원룸에서 쓸려고 작은 사이즈 샀는데 딱 적당하고,긍정
7289,어플은 중국어로 설정해야 한다는 설명이 없어 한참 헤맸네요..,부정
7290,10년 보장이라고 하지만 가격은 솔직히 비싸요.ㅠ,부정
7291,그런데 가격이 좀 비싸졌어요ㅜ,부정
7292,소리가 이렇게 클 줄 몰랐어요. ㅠㅠ ,부정
7293,"무게감,소음 어느정도 있지만 만족해요.. ",긍정
7294,회전해서 끝까지 갔을때 드르륵 하는 소리도 나고,부정
7295,약간의 무게감은 있지만,부정
7296,제품 가격이 비싸도 너무 비쌉니다. 울며 겨자먹기로 구매해요. ㅜ,부정
7297,제습기인데도 생각보다 소음이 크지 않아서 좋아요~,긍정
7298,소음최악임.,부정
7299,제습도 듀얼인버터라 더 강력해져서 너무 맘에 들어요,긍정
7300,리모컨있었음..좀 더 좋았을듯^^,부정
7301,소음이 좀 있어서 신경은 쓰이네요~,부정
7302,아쉬운 건 실물 색상이 더 칙칙해보여요~,부정
7303,성능도 가격대비 괜찮고..,긍정
7304,이벤트가로 나와있어길래 적립금도 있겠다 함 사보자 하며 샀는데 좋네요..,긍정
